trial,register,rdistance,strength,recalibrated,edistance
4,0.0,114.0,-9636.0,0,125
4,0.0,114.0,-9564.0,0,125
4,0.0,114.0,-9593.0,0,125
4,0.0,113.0,-9572.0,0,125
4,0.0,113.0,-9638.0,0,125
4,0.0,114.0,-9582.0,0,125
4,0.0,113.0,-9590.0,0,125
5,0.0,108.0,-10317.0,0,120
5,0.0,107.0,-10357.0,0,120
5,0.0,107.0,-10429.0,0,120
5,0.0,107.0,-10532.0,0,120
5,0.0,107.0,-10583.0,0,120
5,0.0,107.0,-10516.0,0,120
5,0.0,107.0,-10606.0,0,120
5,0.0,107.0,-10434.0,0,120
5,0.0,107.0,-10490.0,0,120
5,0.0,107.0,-10388.0,0,120
5,0.0,107.0,-10511.0,0,120
5,0.0,107.0,-10457.0,0,120
5,0.0,107.0,-10408.0,0,120
5,0.0,107.0,-10682.0,0,120
5,0.0,107.0,-10501.0,0,120
5,0.0,107.0,-10552.0,0,120
5,0.0,107.0,-10557.0,0,120
5,0.0,107.0,-10490.0,0,120
5,0.0,107.0,-10576.0,0,120
5,0.0,107.0,-10591.0,0,120
5,0.0,107.0,-10727.0,0,120
5,0.0,107.0,-10696.0,0,120
5,0.0,107.0,-10648.0,0,120
5,0.0,107.0,-10626.0,0,120
5,0.0,107.0,-10598.0,0,120
5,0.0,107.0,-10481.0,0,120
5,0.0,107.0,-10585.0,0,120
5,0.0,107.0,-10525.0,0,120
5,0.0,107.0,-10627.0,0,120
5,0.0,107.0,-10304.0,0,120
5,0.0,107.0,-10647.0,0,120
5,0.0,107.0,-10564.0,0,120
5,0.0,107.0,-10620.0,0,120
5,0.0,107.0,-10602.0,0,120
5,0.0,107.0,-10728.0,0,120
5,0.0,107.0,-10584.0,0,120
5,0.0,107.0,-10614.0,0,120
5,0.0,107.0,-10471.0,0,120
5,0.0,107.0,-10457.0,0,120
5,0.0,107.0,-10681.0,0,120
5,0.0,107.0,-10689.0,0,120
5,0.0,107.0,-10553.0,0,120
5,0.0,107.0,-10445.0,0,120
5,0.0,107.0,-10602.0,0,120
5,0.0,107.0,-10595.0,0,120
5,0.0,107.0,-10614.0,0,120
5,0.0,107.0,-10436.0,0,120
5,0.0,107.0,-10584.0,0,120
5,0.0,107.0,-10645.0,0,120
5,0.0,107.0,-10423.0,0,120
6,0.0,102.0,-2346.0,0,115
6,0.0,102.0,-2574.0,0,115
6,0.0,102.0,-2455.0,0,115
6,0.0,103.0,-2543.0,0,115
6,0.0,102.0,-2464.0,0,115
6,0.0,102.0,-2536.0,0,115
6,0.0,102.0,-2550.0,0,115
6,0.0,103.0,-2565.0,0,115
6,0.0,102.0,-2514.0,0,115
6,0.0,102.0,-2539.0,0,115
6,0.0,102.0,-2472.0,0,115
6,0.0,102.0,-2578.0,0,115
6,0.0,102.0,-2622.0,0,115
6,0.0,102.0,-2615.0,0,115
6,0.0,102.0,-2580.0,0,115
6,0.0,103.0,-2690.0,0,115
6,0.0,102.0,-2634.0,0,115
6,0.0,102.0,-2465.0,0,115
6,0.0,102.0,-2612.0,0,115
6,0.0,102.0,-2485.0,0,115
6,0.0,102.0,-2538.0,0,115
6,0.0,102.0,-2544.0,0,115
6,0.0,102.0,-2471.0,0,115
6,0.0,102.0,-2554.0,0,115
6,0.0,102.0,-2447.0,0,115
6,0.0,102.0,-2440.0,0,115
6,0.0,102.0,-2570.0,0,115
6,0.0,102.0,-2475.0,0,115
6,0.0,102.0,-2720.0,0,115
6,0.0,102.0,-2563.0,0,115
6,0.0,102.0,-2489.0,0,115
6,0.0,102.0,-2619.0,0,115
6,0.0,102.0,-2582.0,0,115
6,0.0,102.0,-2596.0,0,115
6,0.0,102.0,-2475.0,0,115
6,0.0,102.0,-2590.0,0,115
6,0.0,102.0,-2652.0,0,115
6,0.0,102.0,-2690.0,0,115
6,0.0,102.0,-2639.0,0,115
6,0.0,103.0,-2552.0,0,115
6,0.0,102.0,-2708.0,0,115
6,0.0,102.0,-2577.0,0,115
6,0.0,102.0,-2625.0,0,115
6,0.0,102.0,-2550.0,0,115
6,0.0,102.0,-2535.0,0,115
6,0.0,102.0,-2481.0,0,115
6,0.0,102.0,-2677.0,0,115
6,0.0,102.0,-2550.0,0,115
6,0.0,103.0,-2604.0,0,115
6,0.0,102.0,-2659.0,0,115
7,0.0,99.0,-1992.0,0,110
7,0.0,99.0,-1946.0,0,110
7,0.0,99.0,-1849.0,0,110
7,0.0,99.0,-2039.0,0,110
7,0.0,99.0,-1962.0,0,110
7,0.0,99.0,-2009.0,0,110
7,0.0,99.0,-2117.0,0,110
7,0.0,99.0,-2044.0,0,110
7,0.0,99.0,-1911.0,0,110
7,0.0,99.0,-1952.0,0,110
7,0.0,99.0,-2118.0,0,110
7,0.0,99.0,-1949.0,0,110
7,0.0,99.0,-1986.0,0,110
7,0.0,99.0,-1951.0,0,110
7,0.0,99.0,-2069.0,0,110
7,0.0,99.0,-1960.0,0,110
7,0.0,99.0,-2022.0,0,110
7,0.0,99.0,-2072.0,0,110
7,0.0,99.0,-2154.0,0,110
7,0.0,99.0,-1991.0,0,110
7,0.0,99.0,-1975.0,0,110
7,0.0,99.0,-1986.0,0,110
7,0.0,99.0,-2077.0,0,110
7,0.0,99.0,-2119.0,0,110
7,0.0,99.0,-2125.0,0,110
7,0.0,99.0,-2016.0,0,110
7,0.0,99.0,-2016.0,0,110
7,0.0,99.0,-2118.0,0,110
7,0.0,99.0,-2125.0,0,110
7,0.0,99.0,-2137.0,0,110
7,0.0,99.0,-2020.0,0,110
7,0.0,99.0,-2161.0,0,110
7,0.0,99.0,-1950.0,0,110
7,0.0,99.0,-2089.0,0,110
7,0.0,99.0,-2122.0,0,110
7,0.0,99.0,-1984.0,0,110
7,0.0,99.0,-2113.0,0,110
